file	genre	word_count	entities	entity_mentions	relations	events
7fe063055dfa7e626d3af6bbecce225b	df	436	24	87	13	5
801a0468432deb4ad9201d9f28271b0f	df	971	30	223	10	5
80977022f2e7d6ae989444366c8f0d6c	df	940	41	152	4	3
809796876c00ed5e4f3da838341f066f	df	991	34	106	8	1
80dda2ceea4cf152c3c3ff9745d7cef0	df	971	37	129	11	9
814b0a62f803946b2e3ef9e13ce2c54c	df	851	18	67	1	1
81e585d8e99788d7d15f1f71096784be	df	969	26	94	0	2
8213fbd1bf39e903da1b955d925464fa	df	1000	36	129	7	2
8352a6fe195d3e15a7638124fb6b2e0c	df	895	22	153	12	9
83c965bd651869b400e19c6afaf13f88	df	670	23	67	3	2
83dfa354e00ac49f07ce194a82cab256	df	958	41	104	3	2
84869e5d3301ca8d7efcebffff01473b	df	246	12	39	7	5
84d4a9b7c2e398926a60fd8054e0ae10	df	274	9	56	1	2
84ec5e659c2a969be74cefef011c25d8	df	624	19	117	5	6
8598c7f6e930e77120d6b9d2116c72e5	df	595	22	57	10	2
85d6e531ce98f21b28ccaae244b65148	df	980	33	185	7	2
89d91bbb96b9ed41bd4e8105d2884774	df	966	13	96	6	2
89f1d88316711b886c887c0430c9f067	df	843	40	122	8	6
8a1143747d0114b49ca071a932e4ffa2	df	505	25	93	0	2
8a650be65e9a21400cc2e37208495906	df	969	57	149	27	23
8b1aa62b47be35932c8dc7eae45574a4	df	189	14	38	5	3
8b2aa6cb7e34c1d7ae01aa9ed4ec10a0	df	966	28	178	6	5
8b96b5a2f65327101f347bc61d7baeca	df	877	29	62	2	5
8c4f6e26dd2ca4fc42dcc21a3028b323	df	940	27	94	5	6
8c6ab8dcaf67c6b6bb275b3d6ebce744	df	448	12	81	4	2
8dc1cf162e5881d83fa321bf7caba04b	df	962	41	165	9	3
8ddfbd7d07ec834a769bec595f0f1e00	df	681	19	51	0	0
8e1b4786a6333404b532571bda40c7ad	df	995	21	75	2	1
8eda32ce475e3edbed61d83000641749	df	905	20	121	2	6
8f7395c2941730c1ff48effb917bf90f	df	799	36	118	12	10
8ff2e7cc31c91e0f406436d29afdde40	df	497	13	89	3	2
90e2a980c22e41e2b25666f676458343	df	741	17	124	5	12
91336c0e98ecb27d9cbfeedac98d2075	df	522	10	92	3	6
91604b1ea38661893778e91d67df4959	df	785	17	65	4	1
926682b15a84250e9891d979ce5497e4	df	838	29	131	5	1
9279a2e3130ed7f3a460dc4c069e92f4	df	899	38	121	18	2
929661bbf3cde8bc84cf8b4723bca87d	df	990	14	100	2	1
93f4b03cebd5584b11e231f3c32c42e5	df	427	13	75	1	2
948a64f245d1787ef613f3b80da1a648	df	605	24	73	2	2
94accabfc1c5689122a2da8f6185e2ad	df	577	21	75	3	5
9505f437988e8a2ef8b5192d89b58cdb	df	200	14	24	4	5
9580fe286b9abeaef757e232748fac11	df	713	22	103	12	2
95f29c7696aa1ffe830ac6f4fe0e96ce	df	908	35	155	17	4
960f2f029aaaa6de2034e8aa2bc72b19	df	216	21	43	6	2
9639c39d40b00c9c753c1ffcee60af5d	df	480	10	48	2	2
970260c77cbe7d3bc603891a7e7ac875	df	588	28	82	9	1
977071820de7562a8563c939d86366b4	df	723	29	76	5	2
97e0304632853d30d64e1d2c9d5dcdc5	df	929	15	66	6	4
98a5f9836e3e31f4cab332dc2a4e87ea	df	923	24	164	13	4
991b328f96cf59403445ae6ac6c9709f	df	700	47	144	7	2
9a2631cd044be2b3a37bf0ba41ccf896	df	551	26	57	1	7
9a450823f1078ae1010615e0e01567a1	df	218	15	29	1	3
9a80a429d9888826e1d984ddcf284fcb	df	701	17	124	1	3
9a9e201bbc03266f43dfa749071a943e	df	509	18	90	4	2
9c20b53330191496c97d40b0e80ad5f0	df	975	50	137	6	4
9c40a2c1fb2ea3be7a1cf407d1f52a6e	df	775	25	91	7	2
9db4f6f73f7aa55e3afe4d5d4d02a9ba	df	996	33	78	2	1
9f7ef2a457be49b6c5e95ce6031918b1	df	876	37	100	4	3
a1aac6733fa40ea402e1ebab48901102	df	936	13	175	7	3
a1f5e16b9b32bde4514010af9f4eaf51	df	908	18	83	8	2
a2209743cb2ee90ef6a70198d9da7bee	df	863	21	107	8	4
a2621a5599b3900d92c8107c92a013de	df	955	23	106	1	0
a2794be1e11f011690cbe6b7cc4dc2a0	df	897	43	162	24	6
a28ec438f281ce043506963e16cc3392	df	938	33	136	11	2
a2ad79cc48619a498305f5df3fab094b	df	274	13	32	3	2
a2d3fc45e993a55b450c66239a682cf4	df	848	32	128	4	4
a389eae40cbabd27c87cd9b1dfde5e29	df	385	17	57	4	5
a4117bdf2b04c2f95095d21383f1359e	df	527	14	36	2	2
a4a13a889c4f2f1f682d25d3f464471f	df	818	31	99	3	2
a59acf050d7cfd81b70e3546480163a5	df	275	26	65	9	6
a66ed9394da4fcae958578d32ee4572d	df	890	34	141	6	3
a6969d77f9bafab44c9f818ac8f61663	df	909	45	122	13	4
a734a0b5a6989fa70270ed223acf8ea4	df	669	26	109	11	1
a818cd0a9658cc37d183091dc63f7c82	df	752	17	136	6	2
a85c419fc54614aeed133f5d36c2f7a9	df	851	45	171	16	11
a886bef52d598e6a1407d1a0863dc2ee	df	915	18	65	0	2
a987011fa9b7db87ea245d6fbc35c960	df	546	33	93	16	3
a9e54be6eb524537ee72d0c1f66d17c7	df	329	15	66	9	3
aad3482d553c750cea14d892cfc69e27	df	784	37	125	11	1
ac2bf921d89f38e7725f5aeb308d711a	df	937	28	127	7	2
ac6d66326a43c5c3fe546d82f66c4f16	df	868	33	122	7	6
ad9b2ee370da960b846a3864aebd1db1	df	830	33	85	7	5
adb04cd9521511dd0e66bb5085da4d70	df	908	9	57	1	4
adb3c42e10f9c9a3833817a555ee23ba	df	856	37	111	10	5
ae161c403490c538f3f47d531d64c179	df	986	32	189	18	5
ae26127a10d217417220b702f5589848	df	875	41	130	12	3
ae70b35ac012edc8aba9478b4d53df97	df	488	9	62	5	1
aea7c7989fc31bbf42565eb85ca23cc6	df	976	19	101	3	1
af44cf837ed46dd722b3f96d729b0e39	df	602	28	75	9	2
b005ee76b97848ca3a066eeef1d1a321	df	977	53	154	9	7
b05c32bf40b3d781eb991f9e8b02340e	df	821	31	108	9	4
b0714c04cb4a17765cd415a3ad391b95	df	915	21	71	4	2
b19fea22dfe17cb0db61cac4ad8269d5	df	983	25	147	2	2
b1f3694343d4996014394e7993ed3bf2	df	793	21	103	3	5
b32e214252e9f0dd81b35e293f33ca85	df	680	11	96	5	3
b34d04cfd76655c98697bf96d438d6b3	df	945	23	140	10	7
b3a572be8bedbfa0cfd892232af3c85e	df	934	27	175	5	5
b4cb3dba59caa8068f14854997bab1bf	df	898	24	117	3	1
b4e782ab08672551a55b13ea8dd0a13f	df	998	23	164	10	9
b60d323eda8f0fa12186ddec45f9d66d	df	909	28	152	15	4
b7d879f6d2e54d6cfd253e369a942ca7	df	979	31	130	10	5
b807e8822ff16eb31720956e8da84a12	df	998	39	97	12	2
b815a98a9108195c077c04656b72ee95	df	754	23	131	3	5
b8592b3808c377962295b0f28d5e7c39	df	861	16	53	1	1
b8e9c3d612ec433cb0b79bf7bfa761c6	df	908	23	192	14	8
b948838afdbfa13f253e96f13adea6c4	df	897	23	125	12	2
b97933731e5d98a23cb2ca4f8397d986	df	989	31	131	4	2
b9ced8572ee23a8eaf600962c59892ea	df	905	45	171	19	5
bb628c991f4aeafca4f4b21ce00d1cba	df	998	48	161	15	7
bbc0902d124c0709fbfbf712da34c5f0	df	522	16	80	6	3
bcdf9e08d2cd31f1415f3b62563e38bc	df	849	19	86	5	3
bd580b4accc62e3e7c8b7f61e93d07a2	df	697	17	89	1	5
bda013de8da76e3379e6b5e7c3ba89bc	df	781	8	94	1	2
bda7b567006e03a6fd023a4feb2110f5	df	922	25	91	3	5
be8792abc57847d9a19940579acf8373	df	956	58	123	23	9
bf290786d4edf596c3e8deadc543e9e0	df	730	33	105	11	3
bf3af5fbe65253b7bfb42ee3614fbb93	df	806	57	140	14	8
c02570b2dab64a9545b534f9c60a6eaa	df	408	22	56	12	3
c243291e644af07ff24fe020bd8a9fe4	df	448	29	68	3	6
c24b61733ee105d1c7ec588a371483f8	df	359	22	58	3	5
c2e9eef93841f4b23aa9233a39a853de	df	725	24	40	4	2
c3bf66919c4989068fb7397728d29b48	df	994	20	101	3	2
c61797246ae097dc5f5b4b86f4f9239a	df	227	11	40	6	3
c7fa604381a2269b05b8938eb9edf9cf	df	899	38	129	7	2
c880dc09beed7db18611c60806274439	df	177	6	24	2	7
c8f352419b07ded3d92304fbe16c1379	df	970	26	91	6	7
c905904c7d7e6da7ccdf3d0cd281f792	df	777	15	76	5	2
c95070cf1e5eae52ce3daa3dd6b25fc6	df	965	26	142	12	5
ca4fadf894644bb5d046cf4ecf606a0f	df	971	44	151	8	6
ca816d2b1e2c17c42c712e7529b89d51	df	487	14	98	8	6
cb3ba61cdff849daa5a1d16b1d591cf9	df	462	23	74	5	2
cb74d6a4e5d6ab534be8c4bc6ea59970	df	968	9	99	1	1
cbcaf7268268ee5c92aa3ae3a0f0c2e1	df	929	15	109	4	3
cbddb00f97f881eb65bf28d4d85e6f55	df	534	45	77	16	6
cc6f72222c0331638007634281b115d1	df	652	24	86	5	2
ccadad37248f251c9a6d34adf7b0cd43	df	800	33	151	9	4
cd0e6b6d031aebadc0617b1e125c9166	df	845	13	99	2	3
cd398554f4e3ae991be2afcdc00bcdda	df	613	37	92	6	2
ce87bc2a6490e9a061ea53022ff3dd27	df	974	62	172	23	4
cf4bc57eb061ea279ff5b8f4acae23a9	df	965	49	141	16	4
cf9e85c2475e2f2ee84c60117253cb6c	df	988	24	86	5	3
cfd447b6a1b9bef44927de6b80a6aa9b	df	988	31	85	7	3
cfe2b1984063a3d3f6b36745000f585d	df	619	17	61	4	2
d05a676275ff0acad5e91a65873da59f	df	662	31	128	17	2
d0bab1651320d2a6af585ea77f3c45d0	df	915	67	171	18	7
d0c12b89eddbb05a99e749190aee31e2	df	930	31	56	2	5
d0ca53a04894e00e7983cabaa23dccbd	df	727	29	149	4	5
d0d325e1155aff587e05e5956c989b62	df	460	14	33	4	2
d0dee1a63da001fed35d90e2becf102a	df	922	19	98	5	1
d112d468084019f40fabae8c43dcecbb	df	856	37	101	10	5
d1a95636c0b34209b898b02526c29c0b	df	963	31	166	8	3
d1bcca20cb4c2fafe31ee38cb2083f7e	df	857	44	126	15	3
d1eb4eebbfa579d8cfe6d430e3119bb9	df	941	62	143	12	4
d21dc2cb6e6435da7f9d9b0e5759e214	df	624	25	75	6	9
d26ac3142cec48d5e008e12f51179daa	df	899	27	165	12	4
d2bd57344690c9364be84f0f636d0595	df	961	21	123	13	4
d3b118ffd4c871f20a4a9db7664a98f6	df	580	20	97	10	3
d479eb512ff1e0c5c8eed29ec740f92e	df	935	11	101	0	2
d67a4bc59596587e0ce5bacadd1cf598	df	945	27	167	5	8
d7325305485efd3cb8ce6caaf6037038	df	870	18	167	11	4
d75dc18266dd3474522cf20ee61e28d1	df	624	14	77	4	2
d8ca45cff388bc236d1c398272a88be7	df	645	35	100	11	4
d93ad9e35b986141f73bc5f734d5477e	df	857	28	81	12	2
