docid	thread_id	start_post_id	end_post_id
22ca1a5aa492b429d274169c54554a7c	14342	p1	p3
23987125927d321ec6f0c30c8f453cb3	13427	p59	p74
24d93564f48ae17904aa82f937db8c21	11886	p252	p258
255bae1c133d1d77ef727c063e435a78	11969	p1	p9
25f868780ac18430a6f10ab4de22ffb8	12559	p128	p137
26175bdbe49b712d7412c273c111e813	11745	p117	p121
26542fb5b83cdb4b98a3fe31e0226b39	11441	p225	p234
2701285c791f423cd2f8fd827df9c2c9	12911	p330	p337
27eb0b9d14d45ede66fe86534e36a2ce	11690	p177	p184
29f64df7feb04dfb16f4667ce199c9f0	14014	p1	p8
2a54459212636289034af844f8634e37	13054	p1	p5
2aaa319d1e1a0600837d013cb84290ea	11699	p66	p69
2ac34d012c8d909d4a29aa3f6be1f23d	11640	p20	p22
2ac3b55a10d5395ded9e8e54c345553b	14294	p1	p5
2b96d1172d37f60aea5ce64a0b410248	13408	p66	p72
2ba8bbf004fe30c0a01f6fcd25f01dcc	13238	p28	p31
2bdb9d86091c6f412ffa767bdc749be9	13786	p1	p6
2bebb50073ceefd0c9ccfdf3e07b3258	13726	p1	p3
2c2e8b3286bd34e30a4cb57cb7e26ce5	13587	p1	p2
2ca0238925d38f345acbf826854ea448	13268	p31	p35
2cf358ab89c732d6b35b65e619d2bc86	13170	p19	p24
2d7d6761aad911a63a235a571fa7862f	12664	p1	p2
2d8d3572658fdb8754fdc84d2b15f302	12705	p103	p104
2ee2377e5d4ae6f5922ea2af11f9d4e1	11976	p1	p2
2f5ee4e363c30678dc3b55caf43bc63d	11469	p14	p22
3059538a2542c71687871b3444f8d921	14162	p27	p29
3065902101e4282b89ed4ac8f64d4a84	12559	p162	p164
30cced37fcceb1800341d18d4f97b670	12859	p83	p85
30eadb19db9f0db62cba7be66862920d	14304	p13	p14
324274e50f2d07757e2d88ff58a0c33b	13890	p1	p2
3322caacf140c92366a639ee004560ce	13581	p1	p9
334de29f692ef2c5460b78fcad5c6c9e	13682	p37	p38
33ed1c9fdee1000e2340ac7f92c77752	12558	p156	p161
342431e61e80263f606c46bb5e399cc7	13231	p240	p244
3446f8cbcf53eaca5692913ced012b11	12888	p13	p21
34d49f3357eaf14c849e9cdfeb893273	11907	p1	p8
34f729e5ac124e9898b2744a6598d50e	13885	p202	p206
35587c6d8aa67724ba23231dd16f7b44	13266	p36	p49
35621bc5e29e511198d6eabe34676975	12754	p43	p46
361e1c2ca3a1e21c618e0e8fab959e30	11730	p561	p565
368df106b2eaa0b4091e099f360a07d6	12765	p216	p217
36b12cef6f7a805e3e74a4f430129028	12941	p1	p2
36d45aff571e3fbe036f309c18d31668	13803	p17	p19
376c304800b734b2a5a2c87b19eddc2a	13325	p233	p245
37d781089c669131c5118415cf470422	13183	p80	p82
389c70a4859f7528cc6e8b84c10766d7	13238	p73	p74
39280a4d31d81837e17469e18a854116	13754	p1	p4
39bfc968c35aaf5992629fb7c6b6002e	12856	p1	p8
39ebaa0bb958e3529b331f4c71025e62	13153	p181	p184
3a0d64b5cb2bc7319e803e344dc695b5	13144	p7	p9
3b34a76a3589417f5db02883b47280a6	13775	p1	p2
3b4d58c0a53671c6ce03f0529bb6089d	11607	p51	p54
3b9b81a3a446c24009c7642da54dbd28	13687	p27	p28
3b9c27eda65c635e109a547930942486	11745	p72	p73
3c9fb643a48360935c1044efca570514	13122	p41	p42
3ddbad6f438c88eec387131477ffe1b9	13723	p1	p3
3dff15d768dbfe27e4d6b81fb63aee95	11527	p229	p234
3e6c7121211de578d7fd831eae801438	11494	p347	p351
3e9bbf75058a3f16585889bb9c64a903	13616	p19	p21
3eb834d9a5d9c9fcad258087b5c2794a	14267	p30	p32
3f0e2f2fb9b773bc178522a6535a9651	11446	p118	p121
3f115570c2fcc85263ba97e0134fb039	13146	p1	p3
4042cd8643253f65df3a4e8de320a1c9	12734	p16	p19
408dff173c599256711f23238e280c15	13427	p49	p53
40f1f697a457e39c30ad94b7cc712c96	12735	p27	p29
41404718f9c1e94cf58aad1fc90c70a7	12735	p73	p75
416cfc6a5717682cd35d381c5be07734	12754	p47	p52
4175e3da216dcc8710a26359e4ecaaad	12544	p40	p44
428e1e095b4e6e830b47e72f133faf87	13268	p39	p40
43326b9fa7deac9d3f8f9e2a0aa0e5cf	13261	p102	p106
43341a312ffd84a4ad3c3ab0df8bcd7c	13151	p37	p40
44087d95184e9d94f3948f47e9b602af	13238	p57	p60
44169f6a3f5b04e8dbab2a26e572a136	12620	p1	p5
44a65adb7f74e6c99d05eb2721fd0baf	13268	p73	p75
44b011cd504c9ed71beb851324db886a	13794	p1	p7
44fd27d40ae65547c3b584c2ff360cd7	13238	p54	p56
4572d22caf3e1924f894002b724f958b	13173	p61	p63
459bc8b09f4dd2e1fec7c77d26193b01	11743	p71	p72
459f9a2b3eddd436f0232395f129dfd0	11468	p20	p27
45b9b8f7d17ce5f352c16a339e96705f	13799	p1	p5
4622b60202cf3944119daf2be53aa74f	12528	p1	p4
4683e6affe801713ed4cc9d596b57fac	11465	p26	p36
4743a10c1d5f1ad35c31646049acb9db	11745	p698	p702
4764f1400fa336d1fb972719b10b939a	11660	p122	p125
47c26ba3563092e41c5a42252931baf1	11833	p18	p21
48c498c9762046efbece8d183ed996ca	13835	p113	p117
48dafc1e3678fa7b13cb467ab3eed071	13282	p195	p197
4a3d067b19686b281e0beb437573a28c	12550	p128	p129
4bab621aef9d14b5d20ac23cb8142112	11784	p37	p45
4d7e1af80bc46167ef3d81cf642bf94b	13202	p7	p10
4deb48e2b0ab194ce37c1bd31c73586a	11495	p172	p173
4df3dfff1ee1683ac6e1c2ea24ce2589	13197	p48	p49
4e1354ca6e29ab8e90b5827791c3e6ad	11625	p151	p155
4eb58398a5c2ef35b16d885c5573b3d4	13231	p317	p323
4edd239ce7d1f7274154cd05081f8995	13395	p94	p95
4f7eedf44076ea050d7db3715f9333fa	11858	p1	p3
4fbb1eec7dfd5c2fefb94a2d873ddfa5	11690	p116	p117
4fca88a5c29716cbb7c0f9aa9b84007a	13170	p54	p58
502c46cc149d30f9ad0c25194636dcb6	11441	p292	p295
51d64c51a2363954454ee9e921b590ce	11646	p320	p331
52355a4167e6ac3a80d19c94ad6259a7	11446	p357	p363
5254f96ac3a601e99b6357c4f7627991	11886	p93	p101
52a77871923a7f86bb1a52812bc7f2e1	11745	p317	p319
52b539f29e265ef61bf418d594e3777e	11690	p161	p167
52e569e00b6428b94205d3dd5c457c54	11472	p22	p32
563b1e8fcb1de7a4c0e01da9100d6e09	12927	p1	p2
5685a6069312d52a897fe69973269338	13939	p1	p4
56af144a4d1d2e662531bdfd00d3c725	13249	p1	p3
57026b7bcb8f855de3e26d572db35285	12934	p1	p10
57b2773ab54bbc5c119a46fd9be2c4f0	13151	p62	p64
584b6272bb8c9cc134621ff5ace8c98d	11744	p243	p250
590baa25bb1cc16c31fd02395edf6835	13173	p18	p22
593cb5020613a4695859130542f7fc94	14013	p1	p6
59f8514f6db132207ba9e5828f73d706	11931	p154	p166
5b7cab1d1cfc0c05686399d8bcbcfe5b	13694	p1	p2
5bac42475431a87070720e94b27cfd99	11610	p38	p48
5bb3c2b1094912a6df7e862bb2981481	13501	p134	p139
5bbe1c6185296d179b95810e48ee3834	12594	p1	p3
5bfd613fd31f0c2bdfb5c41f21629144	13153	p79	p81
5c29f9e575b94c61db8ed52bdfa53843	12866	p14	p24
5cd7d603e1cf8d2c134d039dc90112f0	13280	p55	p58
5d7b429073c60d53acba21bb6e7e6caa	12657	p1	p9
5dfd5bfee062cd5896b619a2b1309766	13117	p77	p82
5f3a6a4c39c15d7382c2cafe64ae898d	14134	p18	p19
5fa0f2a7f323a781640b126978ca8a42	11745	p703	p710
5fa7fbe87758a02a1e4591f88175ccf3	11745	p546	p558
609d5112c0386dc4e5f2e90b93cb7a5f	12958	p16	p17
6154640fdb94510274583591cad7b379	13153	p232	p233
61d2b0dcc730f0b4e92ae0d1929b3caf	11462	p42	p44
6291811a3fe70d3ec8fc26b91060e2f5	12844	p17	p18
63878a2b6d34b576361d2a2778f321a6	11443	p181	p187
63dca285201d1fcda72a54f4302b2c3e	13715	p1	p5
644706e2d97c9a9a1f9874510180f136	12559	p71	p74
648fc5834f73b4196b4ceb3daad954f9	14277	p1	p6
6491f0650d9628b84dee6f539df5a53d	13287	p1	p2
649d691754caf9ab4aa184680d7de862	12678	p22	p23
6521f6bd1eb405232a5e852423722bac	11510	p73	p74
65814a1b2cccd0fd9be5ee3d5068038d	14079	p30	p36
66042e52f30582445fad15569f3f00d8	14252	p1	p4
661ece467567ffbb54b551dfc1c2c254	13009	p1	p3
66fba4f92d2f9d8c3bee5dfad3af9828	13184	p37	p43
670b5425fcd1700e2c27af5f09244cb1	12565	p1	p6
68400c2f87ab843a42daff4f4b6bbb69	13247	p20	p25
68c5fd1d9f2250535f69de1b78259738	13238	p40	p45
693a6f13a483fa471c402f8627e128fd	11613	p306	p314
694221198c0600df906d2129f6ec578d	13774	p1	p3
699bc2721d93857946803525b1902b9c	13263	p100	p105
6a97832f01044e9951c3169aa3240a4a	12735	p96	p97
6aef233fe16a579899ce8589d5cc586a	13122	p163	p165
6bd6f099dceffb0ed7725b0f6e05535c	14143	p10	p17
6f9d5ab935a6fe20fd1e0b926ba309d1	11862	p1	p5
705f7ae677ec62ada81eded90f90423c	14340	p1	p4
71beef797a77fb8ee951179cc4be4af4	13582	p1	p5
71d57e64b6f0f1d6aad55d0fa1d90dcc	13549	p9	p10
72f595e92241c03ea556c206d2265d35	12911	p275	p278
72ffc3c5c659e51e15d015b6e76891f5	13263	p142	p145
7318eea4afaf8ef3031fbde838cae6b7	13148	p30	p41
731fd2f2a515f766cc607798b52fece7	13634	p57	p61
748084d9fec941ee95cc4848f747559a	12971	p1	p4
748ebd6a67bc63defadb6587279281cd	11886	p202	p207
761dfa8ebea5c2960ebda630764c18ac	13090	p7	p16
769e6f10822359f6417955a5413eb79e	14297	p165	p176
76b27c11aef5fb68a833563685b80546	12558	p128	p131
76f4ee9cd5f2be8829445d4ef794c8b1	13268	p16	p17
781b1ec4b3cb0b06b387e4bd71fa3daa	11889	p1	p6
7945e1b0a1c0cb59c69544287488898b	11830	p1	p17
79df8ea052801bd9039493b17e82171e	13682	p1	p8
7a4b6fecfb6626cf8771fdab5e43f6bb	11511	p69	p83
7ab107f652ed204786c289ef3ad4ba50	13375	p1	p24
7abed11c52b9036b6f384dfc3431ff40	11703	p12	p22
7b8f7db1f09535f4bb90bd050b18d91e	13267	p6	p12
7bdd10d9a819c24aac9ebe5af3a81191	13238	p52	p53
7c9be6fb7f50ffcd699ab7d97be8afd5	14261	p1	p9
7ddae34c4553ef60a76c43144855ec6b	12748	p15	p24
7e0d322226af514529eb56576eda8fc6	12735	p274	p279
7ec85551ff14809d29e7e47df78ee277	12544	p18	p20
7f2b7dcd895a7b15311df774da2153fd	13380	p127	p136
7f2c47ca6e7c602d95b5cebbc0284dbb	13184	p51	p55
7f93f3d5ae480947c7b3467b27714ed7	13797	p1	p3
7f9464ce874d15931b734d36f7634784	12858	p28	p34
7fb456c53002728ecb5967117901d386	12910	p126	p127
7fcfbd86327f505c80140e6d93bf4728	13299	p188	p194
7fdda4828466c135a59a2226a3c63aa4	12558	p176	p179
7fe063055dfa7e626d3af6bbecce225b	13843	p1	p2
801a0468432deb4ad9201d9f28271b0f	13855	p1	p5
80977022f2e7d6ae989444366c8f0d6c	13155	p29	p36
809796876c00ed5e4f3da838341f066f	13280	p52	p54
80dda2ceea4cf152c3c3ff9745d7cef0	13581	p171	p175
814b0a62f803946b2e3ef9e13ce2c54c	13268	p27	p30
81e585d8e99788d7d15f1f71096784be	12705	p136	p142
8213fbd1bf39e903da1b955d925464fa	12709	p24	p33
8352a6fe195d3e15a7638124fb6b2e0c	11886	p157	p164
83c965bd651869b400e19c6afaf13f88	13268	p36	p37
83dfa354e00ac49f07ce194a82cab256	11745	p331	p334
84869e5d3301ca8d7efcebffff01473b	13697	p1	p2
84d4a9b7c2e398926a60fd8054e0ae10	12833	p3	p4
84ec5e659c2a969be74cefef011c25d8	13736	p76	p78
8598c7f6e930e77120d6b9d2116c72e5	11504	p10	p12
85d6e531ce98f21b28ccaae244b65148	13629	p1	p5
89d91bbb96b9ed41bd4e8105d2884774	13194	p26	p29
89f1d88316711b886c887c0430c9f067	12754	p31	p42
8a1143747d0114b49ca071a932e4ffa2	13184	p56	p58
8a650be65e9a21400cc2e37208495906	13264	p25	p30
8b1aa62b47be35932c8dc7eae45574a4	11546	p1	p3
8b2aa6cb7e34c1d7ae01aa9ed4ec10a0	11646	p253	p255
8b96b5a2f65327101f347bc61d7baeca	13561	p29	p38
8c4f6e26dd2ca4fc42dcc21a3028b323	13427	p119	p123
8c6ab8dcaf67c6b6bb275b3d6ebce744	12999	p1	p3
8dc1cf162e5881d83fa321bf7caba04b	13377	p23	p34
8ddfbd7d07ec834a769bec595f0f1e00	11443	p106	p107
8e1b4786a6333404b532571bda40c7ad	13640	p42	p49
8eda32ce475e3edbed61d83000641749	13085	p1	p7
8f7395c2941730c1ff48effb917bf90f	13231	p269	p270
8ff2e7cc31c91e0f406436d29afdde40	13701	p1	p5
90e2a980c22e41e2b25666f676458343	13835	p1	p3
91336c0e98ecb27d9cbfeedac98d2075	14026	p1	p3
91604b1ea38661893778e91d67df4959	12683	p9	p10
926682b15a84250e9891d979ce5497e4	12518	p29	p40
9279a2e3130ed7f3a460dc4c069e92f4	11575	p253	p254
929661bbf3cde8bc84cf8b4723bca87d	13546	p77	p78
93f4b03cebd5584b11e231f3c32c42e5	12613	p1	p4
948a64f245d1787ef613f3b80da1a648	13264	p17	p22
94accabfc1c5689122a2da8f6185e2ad	13153	p272	p274
9505f437988e8a2ef8b5192d89b58cdb	13077	p1	p7
9580fe286b9abeaef757e232748fac11	13841	p1	p4
95f29c7696aa1ffe830ac6f4fe0e96ce	13297	p23	p32
960f2f029aaaa6de2034e8aa2bc72b19	11690	p185	p187
9639c39d40b00c9c753c1ffcee60af5d	11610	p1	p6
970260c77cbe7d3bc603891a7e7ac875	12633	p1	p6
977071820de7562a8563c939d86366b4	14241	p1	p7
97e0304632853d30d64e1d2c9d5dcdc5	11495	p177	p178
98a5f9836e3e31f4cab332dc2a4e87ea	13238	p75	p77
991b328f96cf59403445ae6ac6c9709f	11964	p1	p11
9a2631cd044be2b3a37bf0ba41ccf896	11632	p1	p3
9a450823f1078ae1010615e0e01567a1	11615	p1	p5
9a80a429d9888826e1d984ddcf284fcb	13231	p264	p268
9a9e201bbc03266f43dfa749071a943e	13153	p209	p211
9c20b53330191496c97d40b0e80ad5f0	13531	p87	p96
9c40a2c1fb2ea3be7a1cf407d1f52a6e	12754	p1	p9
9db4f6f73f7aa55e3afe4d5d4d02a9ba	13208	p20	p22
9f7ef2a457be49b6c5e95ce6031918b1	13633	p130	p131
a1aac6733fa40ea402e1ebab48901102	13308	p74	p79
a1f5e16b9b32bde4514010af9f4eaf51	12763	p103	p105
a2209743cb2ee90ef6a70198d9da7bee	13183	p83	p88
a2621a5599b3900d92c8107c92a013de	13202	p30	p32
a2794be1e11f011690cbe6b7cc4dc2a0	12754	p13	p16
a28ec438f281ce043506963e16cc3392	12554	p11	p16
a2ad79cc48619a498305f5df3fab094b	11745	p1	p3
a2d3fc45e993a55b450c66239a682cf4	13282	p184	p191
a389eae40cbabd27c87cd9b1dfde5e29	13693	p1	p3
a4117bdf2b04c2f95095d21383f1359e	13173	p34	p35
a4a13a889c4f2f1f682d25d3f464471f	11811	p82	p86
a59acf050d7cfd81b70e3546480163a5	13981	p1	p6
a66ed9394da4fcae958578d32ee4572d	12735	p116	p123
a6969d77f9bafab44c9f818ac8f61663	13427	p137	p141
a734a0b5a6989fa70270ed223acf8ea4	13115	p1	p5
a818cd0a9658cc37d183091dc63f7c82	11886	p386	p392
a85c419fc54614aeed133f5d36c2f7a9	12859	p69	p74
a886bef52d598e6a1407d1a0863dc2ee	11443	p97	p100
a987011fa9b7db87ea245d6fbc35c960	11545	p9	p11
a9e54be6eb524537ee72d0c1f66d17c7	13944	p1	p3
aad3482d553c750cea14d892cfc69e27	13326	p50	p54
ac2bf921d89f38e7725f5aeb308d711a	11655	p115	p119
ac6d66326a43c5c3fe546d82f66c4f16	13397	p1	p10
ad9b2ee370da960b846a3864aebd1db1	11967	p1	p7
adb04cd9521511dd0e66bb5085da4d70	13173	p44	p45
adb3c42e10f9c9a3833817a555ee23ba	11690	p104	p105
ae161c403490c538f3f47d531d64c179	11745	p442	p450
ae26127a10d217417220b702f5589848	13263	p73	p78
ae70b35ac012edc8aba9478b4d53df97	12779	p1	p3
aea7c7989fc31bbf42565eb85ca23cc6	13152	p31	p33
af44cf837ed46dd722b3f96d729b0e39	14329	p156	p159
b005ee76b97848ca3a066eeef1d1a321	11798	p162	p171
b05c32bf40b3d781eb991f9e8b02340e	11931	p488	p495
b0714c04cb4a17765cd415a3ad391b95	11659	p211	p212
b19fea22dfe17cb0db61cac4ad8269d5	13709	p1	p6
b1f3694343d4996014394e7993ed3bf2	11745	p972	p974
b32e214252e9f0dd81b35e293f33ca85	13647	p1	p4
b34d04cfd76655c98697bf96d438d6b3	13393	p16	p20
b3a572be8bedbfa0cfd892232af3c85e	13153	p321	p324
b4cb3dba59caa8068f14854997bab1bf	14263	p19	p24
b4e782ab08672551a55b13ea8dd0a13f	14342	p98	p109
b60d323eda8f0fa12186ddec45f9d66d	13428	p30	p38
b7d879f6d2e54d6cfd253e369a942ca7	12622	p76	p80
b807e8822ff16eb31720956e8da84a12	12889	p7	p10
b815a98a9108195c077c04656b72ee95	12553	p44	p45
b8592b3808c377962295b0f28d5e7c39	13183	p27	p32
b8e9c3d612ec433cb0b79bf7bfa761c6	12987	p1	p4
b948838afdbfa13f253e96f13adea6c4	13153	p95	p96
b97933731e5d98a23cb2ca4f8397d986	11740	p405	p412
b9ced8572ee23a8eaf600962c59892ea	13153	p188	p191
bb628c991f4aeafca4f4b21ce00d1cba	11691	p79	p89
bbc0902d124c0709fbfbf712da34c5f0	13780	p1	p4
bcdf9e08d2cd31f1415f3b62563e38bc	11690	p63	p65
bd580b4accc62e3e7c8b7f61e93d07a2	11509	p126	p132
bda013de8da76e3379e6b5e7c3ba89bc	11594	p1	p5
bda7b567006e03a6fd023a4feb2110f5	11967	p8	p9
be8792abc57847d9a19940579acf8373	13173	p1	p5
bf290786d4edf596c3e8deadc543e9e0	13153	p234	p235
bf3af5fbe65253b7bfb42ee3614fbb93	13581	p159	p169
c02570b2dab64a9545b534f9c60a6eaa	11887	p47	p49
c243291e644af07ff24fe020bd8a9fe4	12863	p1	p6
c24b61733ee105d1c7ec588a371483f8	12626	p1	p3
c2e9eef93841f4b23aa9233a39a853de	12794	p1	p4
c3bf66919c4989068fb7397728d29b48	12691	p81	p91
c61797246ae097dc5f5b4b86f4f9239a	14164	p54	p55
c7fa604381a2269b05b8938eb9edf9cf	11677	p27	p38
c880dc09beed7db18611c60806274439	12796	p1	p2
c8f352419b07ded3d92304fbe16c1379	12708	p88	p91
c905904c7d7e6da7ccdf3d0cd281f792	13295	p10	p14
c95070cf1e5eae52ce3daa3dd6b25fc6	11745	p439	p441
ca4fadf894644bb5d046cf4ecf606a0f	11690	p168	p176
ca816d2b1e2c17c42c712e7529b89d51	14063	p1	p4
cb3ba61cdff849daa5a1d16b1d591cf9	13523	p50	p51
cb74d6a4e5d6ab534be8c4bc6ea59970	11927	p384	p392
cbcaf7268268ee5c92aa3ae3a0f0c2e1	13084	p140	p148
cbddb00f97f881eb65bf28d4d85e6f55	13132	p1	p5
cc6f72222c0331638007634281b115d1	13151	p65	p66
ccadad37248f251c9a6d34adf7b0cd43	13347	p39	p42
cd0e6b6d031aebadc0617b1e125c9166	13231	p42	p48
cd398554f4e3ae991be2afcdc00bcdda	13227	p22	p25
ce87bc2a6490e9a061ea53022ff3dd27	12754	p17	p30
cf4bc57eb061ea279ff5b8f4acae23a9	11944	p541	p546
cf9e85c2475e2f2ee84c60117253cb6c	14296	p24	p33
cfd447b6a1b9bef44927de6b80a6aa9b	13259	p128	p130
cfe2b1984063a3d3f6b36745000f585d	13397	p11	p15
d05a676275ff0acad5e91a65873da59f	14035	p7	p10
d0bab1651320d2a6af585ea77f3c45d0	13936	p212	p228
d0c12b89eddbb05a99e749190aee31e2	12911	p85	p87
d0ca53a04894e00e7983cabaa23dccbd	13144	p4	p6
d0d325e1155aff587e05e5956c989b62	11772	p10	p11
d0dee1a63da001fed35d90e2becf102a	12705	p223	p225
d112d468084019f40fabae8c43dcecbb	12754	p115	p120
d1a95636c0b34209b898b02526c29c0b	13271	p17	p27
d1bcca20cb4c2fafe31ee38cb2083f7e	12576	p63	p72
d1eb4eebbfa579d8cfe6d430e3119bb9	13408	p78	p82
d21dc2cb6e6435da7f9d9b0e5759e214	13001	p16	p19
d26ac3142cec48d5e008e12f51179daa	13614	p14	p20
d2bd57344690c9364be84f0f636d0595	11690	p30	p34
d3b118ffd4c871f20a4a9db7664a98f6	13693	p32	p34
d479eb512ff1e0c5c8eed29ec740f92e	12721	p145	p151
d67a4bc59596587e0ce5bacadd1cf598	11707	p167	p168
d7325305485efd3cb8ce6caaf6037038	12991	p93	p94
d75dc18266dd3474522cf20ee61e28d1	13717	p42	p44
d8ca45cff388bc236d1c398272a88be7	12555	p73	p75
d93ad9e35b986141f73bc5f734d5477e	11527	p101	p104
d960b7361a0b1e67fcc77810abb29f40	13399	p137	p148
d9aaa7f24179f1b8c1d8b2a414cbe415	14124	p9	p22
dc8454080c97da90b37d8a37df6ae5d4	11730	p973	p975
dc9c95b8b845361acfc9423d533bc55c	13238	p46	p51
dce7abc80899560f569cf40198dd55a8	11730	p182	p188
de7149579bcf88d47f926aba5ef96875	11745	p233	p236
df4fda9792f0e674b44d0d71bdb97d1d	13173	p36	p37
dfc89cbacc41ff5e11595c43ab65bf1a	13252	p151	p160
e01894e14eb53ed17ff20b9d2c474314	12735	p167	p169
e0aeb1fe17a4e0caa9e8561f8ffb5e26	13272	p66	p67
e0d170348f56adb76acae493de624ad4	13153	p93	p94
e1747f2127be5eee4cb76f2a1d4bf2c7	13293	p64	p69
e1d916dad79bf902904c06cddd09eaf9	11453	p58	p70
e1e67a0be8885299f63b76fe3b94421d	13231	p275	p277
e215a8c415c28c01afb318c5a52a1754	13238	p69	p70
e33261ead006b3678fe64dc30004f16e	12865	p17	p30
e35bf2bb099e4dfc5de1e0bf6a4b9431	13347	p70	p77
e365efeb3f3e3a3df5ca1424101b4405	12558	p180	p183
e41765f58753400c3dc9aecc8792bfe2	12991	p54	p57
e41babab4630e1e4b96eb27f81c887a2	11690	p110	p115
e4c5cb32e457689f2562883f6c73200e	13251	p26	p30
e59b009b0784378f3742ccd6d63bf916	13263	p84	p86
e73f9b988cc678475e9525c8c6ba6ec1	13160	p56	p60
e7c79d7a7b3570a7454b289fb1b53ee1	13158	p11	p20
e856b940e4feaa83b018568f714e5fd0	13259	p69	p72
eb6cb6e2281e0f870b00b8c6a64424c4	13152	p13	p17
ebd6e5a66213b9e5fde2cc1496140691	11706	p22	p24
ec29ffe8fef56a4823f9697834b6ef1e	12747	p55	p56
ec58941ddd30f269004ecc32775e64de	13238	p10	p14
ecb7e618a4feff91f8db76ae51dd7d3e	13263	p250	p251
ed5a9b14dd7654a7ee1678b558fcc3f4	13238	p61	p62
ede0bf606545e78831e8a725d98bdacf	11944	p363	p366
ee1125b3655a8fd2f4a34872c1661c8d	12558	p132	p137
eed3a236738edabf01b2f20c3c81994e	11618	p107	p115
ef777b4f5afcc737e870eb42fcb0ce7b	13262	p1	p4
effae9149da35676e712683c3167114f	11731	p609	p613
f197e97228d66e506c96f55150ad5f5f	13280	p62	p63
f1c41b61746035c01c0a3e0aecb98eda	11632	p12	p17
f2923a3938b032195bec36b1a78559bb	12735	p67	p68
